unique_key,case_number,date,block,iucr,primary_type,description,location_description,arrest,domestic,beat,district,ward,community_area,fbi_code,x_coordinate,y_coordinate,year,updated_on,latitude,longitude,location
11647749,JC215558,2019-04-07 07:02:00.000000 UTC,002XX N DEARBORN ST,0470,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,LAKEFRONT/WATERFRONT/RIVERBANK,true,false,111,1,42,32,24,1175891.0,1902164.0,2019,2019-04-14 04:04:11.000000 UTC,41.886904971,-87.629532252,"(41.886904971, -87.629532252)"
12783720,JF344278,2022-08-04 03:48:00.000000 UTC,001XX N STATE ST,0485,BATTERY,AGGRAVATED OF A CHILD,CTA PLATFORM,false,false,111,1,42,32,04B,1176330.0,1901649.0,2022,2023-01-03 03:40:27.000000 UTC,41.885481891,-87.627935689,"(41.885481891, -87.627935689)"
3566722,HK651689,2004-09-27 05:15:00.000000 UTC,006XX W MADISON ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,111,1,42,28,08B,1172208.0,1900286.0,2004,2018-02-28 03:56:25.000000 UTC,41.881833712,-87.643112572,"(41.881833712, -87.643112572)"
5332724,HN189854,2007-02-22 10:47:43.000000 UTC,001XX N CLINTON ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,COMMERCIAL / BUSINESS OFFICE,false,true,111,1,42,28,08B,1172709.0,1900998.0,2007,2018-02-28 03:56:25.000000 UTC,41.883776414,-87.641251842,"(41.883776414, -87.641251842)"
5334910,HN192603,2007-02-23 06:00:00.000000 UTC,006XX W RANDOLPH ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,true,true,111,1,42,28,08B,1172050.0,1901231.0,2007,2018-02-28 03:56:25.000000 UTC,41.884430339,-87.643664854,"(41.884430339, -87.643664854)"
10136791,HY325297,2015-07-02 08:01:00.000000 UTC,002XX N MICHIGAN AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,HOTEL/MOTEL,true,true,111,1,42,32,08B,1177257.0,1901911.0,2015,2018-02-10 03:50:01.000000 UTC,41.886179873,-87.624523664,"(41.886179873, -87.624523664)"
7371632,HS174250,2010-02-21 01:00:00.000000 UTC,005XX W MADISON ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,OTHER RAILROAD PROP / TRAIN DEPOT,true,true,111,1,42,28,08B,1173039.0,1900311.0,2010,2021-09-07 03:41:02.000000 UTC,41.881883933,-87.640060441,"(41.881883933, -87.640060441)"
11124119,JA478459,2017-10-20 10:25:00.000000 UTC,002XX N WABASH AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,true,true,111,1,42,32,08B,1176768.0,1902003.0,2017,2018-02-10 03:50:01.000000 UTC,41.886443395,-87.626316579,"(41.886443395, -87.626316579)"
11992836,JD166078,2020-02-26 02:30:00.000000 UTC,0000X E WACKER DR,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,false,true,111,1,42,32,08B,1177009.0,1902589.0,2020,2020-03-04 04:26:56.000000 UTC,41.888045958,-87.625413826,"(41.888045958, -87.625413826)"
4887703,HM501676,2006-07-27 12:10:00.000000 UTC,005XX W WASHINGTON BLVD,0486,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,false,true,111,1,42,28,08B,1173063.0,1900784.0,2006,2018-02-28 03:56:25.000000 UTC,41.883181343,-87.639958282,"(41.883181343, -87.639958282)"
11552660,JC100055,2019-01-01 12:15:00.000000 UTC,002XX N WABASH AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,HOTEL/MOTEL,true,true,111,1,42,32,08B,1176777.0,1901808.0,2019,2019-01-10 03:16:50.000000 UTC,41.885908101,-87.626289429,"(41.885908101, -87.626289429)"
11538109,JB556972,2018-12-17 10:57:00.000000 UTC,0000X W WASHINGTON ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,GOVERNMENT BUILDING/PROPERTY,false,true,111,1,42,32,08B,1175800.0,1900817.0,2018,2021-09-07 03:41:02.000000 UTC,41.883210775,-87.629906972,"(41.883210775, -87.629906972)"
11434046,JB419224,2018-08-31 06:00:00.000000 UTC,0000X E LAKE ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,111,1,42,32,08B,1176981.0,1901745.0,2018,2018-09-07 04:00:05.000000 UTC,41.885730611,-87.625542215,"(41.885730611, -87.625542215)"
11643872,JC209070,2019-03-24 08:00:00.000000 UTC,0000X E WACKER DR,0520,ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,SIDEWALK,false,false,111,1,42,32,04A,1176956.0,1902517.0,2019,2019-04-10 04:05:29.000000 UTC,41.887849586,-87.625610638,"(41.887849586, -87.625610638)"
12563407,JE472261,2021-12-10 08:20:00.000000 UTC,002XX N STATE ST,0520,ASSAULT,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,HOTEL / MOTEL,false,false,111,1,42,32,04A,1176327.0,1901797.0,2021,2021-12-17 03:45:02.000000 UTC,41.885888079,-87.627942238,"(41.885888079, -87.627942238)"
11664268,JC235265,2019-04-23 02:15:00.000000 UTC,001XX N STATE ST,0520,ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,STREET,true,false,111,1,42,32,04A,1176338.0,1901346.0,2019,2019-04-30 04:05:35.000000 UTC,41.884650262,-87.627915459,"(41.884650262, -87.627915459)"
1705042,G504434,2001-08-22 06:15:00.000000 UTC,0000X S CANAL ST,0520,ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,COMMERCIAL / BUSINESS OFFICE,false,false,111,1,,,04A,1173104.0,1900201.0,2001,2015-08-17 03:03:40.000000 UTC,41.881580645,-87.639825029,"(41.881580645, -87.639825029)"
13288852,JG517936,2023-11-26 10:06:00.000000 UTC,0000X E LAKE ST,0560,ASSAULT,SIMPLE,SMALL RETAIL STORE,true,false,111,1,42,32,08A,1176575.0,1901750.0,2023,2023-12-04 03:41:24.000000 UTC,41.885753511,-87.627032961,"(41.885753511, -87.627032961)"
9857655,HX506643,2014-11-13 10:00:00.000000 UTC,0000X W WASHINGTON ST,0560,ASSAULT,SIMPLE,GOVERNMENT BUILDING/PROPERTY,false,false,111,1,42,32,08A,1175800.0,1900817.0,2014,2018-02-10 03:50:01.000000 UTC,41.883210775,-87.629906972,"(41.883210775, -87.629906972)"
10051601,HY240686,2015-04-29 10:30:00.000000 UTC,0000X W WASHINGTON ST,0560,ASSAULT,SIMPLE,GOVERNMENT BUILDING/PROPERTY,false,false,111,1,42,32,08A,1175800.0,1900817.0,2015,2018-02-10 03:50:01.000000 UTC,41.883210775,-87.629906972,"(41.883210775, -87.629906972)"
